no;codigo;nome;descricao;pasta;classificacao;autor;numero_revisao;ultima_revisao;data_aprovacao;proxima_revisao;data_validade;documentos_controlados;matriz;sub_area
333;DOC.EHS.012;EPI's Estoque;;EPI's;EHS;Caroline Oliveira;2;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;EPI - Importância do Uso Correto dos Equipamentos
334;DOC.EHS.013;EPI's Manutenção;;EPI's;EHS;Caroline Oliveira;2;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;EPI - Importância do Uso Correto dos Equipamentos
335;DOC.EHS.014;EPI's Setor Limpeza;;EPI's;EHS;Caroline Oliveira;2;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;EPI - Importância do Uso Correto dos Equipamentos
336;DOC.EHS.015;EPI's Montagem;;EPI's;EHS;Caroline Oliveira;2;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;EPI - Importância do Uso Correto dos Equipamentos
337;DOC.EHS.016;EPI's Coloração;;EPI's;EHS;Caroline Oliveira;2;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;EPI - Importância do Uso Correto dos Equipamentos
338;DOC.EHS.017;EPI's Surfaçagem;;EPI's;EHS;Caroline Oliveira;2;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;EPI - Importância do Uso Correto dos Equipamentos
339;DOC.EHS.018;EPI;;EPI's;EHS;Guilherme Rosa;2;2024-05-07;2024-05-10;2026-05-11;2026-08-10;Sim;EHS;EPI - Importância do Uso Correto dos Equipamentos
340;DOC.EHS.019;Qualificação Ambiental em Fornecedores e Prestadores de Serviços;;Gestão de Resíduos;EHS;Aleksander Oliveira;;2021-04-09;2021-07-22;2025-10-13;2025-12-29;Sim;EHS;#GESTÃO DE RESÍDUOS
341;DOC.EHS.020;Procedimento Gestão de Resíduos;;Gestão de Resíduos;EHS;Aleksander Oliveira;2;2023-09-22;2023-09-25;2025-09-24;2025-12-23;Sim;EHS;Gerenciamento de Resíduos
342;DOC.EHS.024;Circular Interna de Implantação do PPR;;Programa de Proteção Respiratória;EHS;Fabricio Cunha;;2021-09-27;2021-12-07;2026-05-20;2026-08-20;Sim;EHS;#Programa de Proteção Respiratória
343;DOC.EHS.025;Limpeza, Higienização e Manutenção;;Programa de Proteção Respiratória;EHS;Fabricio Cunha;;2021-09-27;2021-12-07;2026-05-20;2026-08-20;Sim;EHS;#Programa de Proteção Respiratória
344;DOC.EHS.026;Troca de Filtros;;Programa de Proteção Respiratória;EHS;Fabricio Cunha;;2021-09-27;2021-12-07;2026-05-20;2026-08-21;Sim;EHS;#Programa de Proteção Respiratória
345;DOC.EHS.029;Modelo de Programa de Proteção Respiratória;;Programa de Proteção Respiratória;EHS;Fabricio Cunha;;2021-09-28;2021-12-07;2026-05-20;2026-08-20;Sim;EHS;#Programa de Proteção Respiratória
346;DOC.EHS.030;Avaliação Química da Concentração dos Contaminantes;;Programa de Proteção Respiratória;EHS;Fabricio Cunha;;2021-09-28;2021-12-07;2026-05-22;2026-08-21;Sim;EHS;#Programa de Proteção Respiratória
347;DOC.EHS.031;Procedimento de Limpeza nos Bebedouros;;Higienização;EHS;Aleksander Oliveira;;2021-09-28;2021-12-07;2026-05-20;2026-08-20;Sim;EHS;Procedimento de Limpeza nos Bebedouros
348;DOC.EHS.032;Gestão de Contratados;;Prestadores de Serviço;EHS;Aleksander Oliveira;;2021-09-28;2021-12-07;2026-05-20;2026-08-20;Sim;EHS;Gestão de Contratados
349;DOC.EHS.033;Programa de Proteção Respiratória;;Programa de Proteção Respiratória;EHS;Fabricio Cunha;1;2024-04-17;2024-08-22;2026-08-21;2026-11-19;Sim;EHS;Programa de Proteção Respiratória
350;DOC.EHS.034;Política do Papel Ambientalmente Responsável;;Gestão de Resíduos;EHS;Caroline Oliveira;;2021-10-18;2021-10-21;2026-01-19;2026-04-19;Sim;EHS;Política do Papel Ambientalmente Responsável
351;DOC.EHS.035;Formulário de Aprovação de Produtos Químicos;;Produtos Químicos;EHS;Patrícia Tozzi;;2021-11-25;2021-11-25;2026-02-17;2026-05-15;Sim;EHS;Gestão de Produtos Químicos
352;DOC.EHS.036;Tabela de Incompatibilidade Química;;Produtos Químicos;EHS;Patrícia Tozzi;;2021-11-25;2021-11-25;2026-02-17;2026-05-15;Sim;EHS;Gestão de Produtos Químicos
353;DOC.EHS.037;Lista de Produtos Químicos Aprovados;;Produtos Químicos;EHS;Patrícia Tozzi;;2021-11-25;2021-11-25;2026-02-17;2026-05-15;Sim;EHS;Gestão de Produtos Químicos
354;DOC.EHS.038;Inventário de Produtos Químicos;;Produtos Químicos;EHS;Patrícia Tozzi;;2021-11-25;2021-11-25;2026-02-17;2026-05-15;Sim;EHS;Gestão de Produtos Químicos
355;DOC.EHS.039;Gestão de Produtos Químicos;;Produtos Químicos;EHS;Patrícia Tozzi;;2021-11-25;2021-11-25;2026-02-17;2026-05-15;Sim;EHS;Gestão de Produtos Químicos
356;DOC.EHS.040;Bloqueio e Etiquetagem - LOTO;;LOTO - Bloqueio e Etiquetagem;EHS;Rodrigo Braga;;2021-12-28;2021-12-28;2026-06-09;2026-09-08;Sim;EHS;LOTO
357;DOC.EHS.041;Análise de Riscos;;Análise de Riscos;EHS;Rodrigo Braga;;2021-12-28;2021-12-28;2026-06-09;2026-09-08;Sim;EHS;#Análise de Riscos
358;DOC.EHS.042;Plano de Atendimento a Emergência - PAE;;PAE - Plano de Atendimento a Emergência;EHS;Rodrigo Braga;1;2021-12-28;2021-12-28;2026-06-09;2026-09-08;Sim;EHS;Treinamento PAE
359;DOC.EHS.043;Trabalhos Perigosos;;Trabalhos Perigosos;EHS;Rodrigo Braga;;2021-12-28;2022-02-23;2026-07-27;2026-10-26;Sim;EHS;TRABALHOS PERIGOSOS
360;DOC.EHS.044;Comunicação de Acidentes;;Comunicações de Acidentes;EHS;Rodrigo Braga;;2021-12-28;2021-12-28;2026-06-09;2026-09-08;Sim;EHS;Prevenção e Report de Acidentes + Comunicação e Investigação de Acidentes
361;DOC.EHS.045;Segurança em Máquinas e Equipamentos - EMS;;EMS - Segurança em Máquinas e Equipamentos;EHS;Rodrigo Braga;;2021-12-28;2022-02-10;2026-02-09;2026-05-10;Sim;EHS;Proteção em Máquinas e Equipamentos
362;DOC.EHS.046;Checklist - LOTO;;LOTO - Bloqueio e Etiquetagem;EHS;Rodrigo Braga;;2023-03-10;2023-11-08;2025-11-07;2026-02-05;Sim;EHS;#LOTO
363;DOC.EHS.047;Instrução de Bloqueio e Etiquetagem - LOTO;;LOTO - Bloqueio e Etiquetagem;EHS;Rodrigo Braga;;2023-03-10;2023-11-08;2025-11-07;2026-02-05;Sim;EHS;#LOTO
364;DOC.EHS.048;Guia Classificação de Resíduos MTR;;Gestão de Resíduos;EHS;Ryan Alves da Silva;1;2024-05-06;2024-05-06;2026-05-06;2026-08-05;Sim;EHS;#Guia Classificação de Resíduos MTR
365;DOC.EHS.049;EPI's EQC;;EPI's;EHS;Caroline Oliveira;;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;#EPI - Importância do Uso Correto dos Equipamentos
366;DOC.EHS.050;EPI's SPIN;;EPI's;EHS;Caroline Oliveira;;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;#EPI - Importância do Uso Correto dos Equipamentos
367;DOC.EHS.051;EPI's Serviços Técnicos e STL;;EPI's;EHS;Caroline Oliveira;;2023-12-15;2023-12-15;2025-12-14;2026-03-14;Sim;EHS;#EPI - Importância do Uso Correto dos Equipamentos
368;DOC.EHS.052;Ordem de Serviços - Área Administrativa;;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-03-20;2026-06-09;2026-09-08;Sim;;
369;DOC.EHS.053;Ordem de Serviços - Teleatendimento;;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-03-20;2026-06-09;2026-09-08;Sim;;
370;DOC.EHS.054;Ordem de Serviços - Surfaçagem;;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-08-22;2026-08-21;2026-11-19;Sim;;
371;DOC.EHS.055;Ordem de Serviços - Manutenção Industrial;;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-03-20;2026-06-09;2026-09-08;Sim;;
372;DOC.EHS.056;Ordem de Serviços - Setor Limpeza (Serviços Gerais);;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-03-20;2026-06-09;2026-09-08;Sim;;
373;DOC.EHS.057;Ordem de Serviços - Estoque;;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-03-20;2026-06-09;2026-09-08;Sim;;
374;DOC.EHS.058;Ordem de Serviços - Produção (Coating);;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-03-20;2026-06-09;2026-09-08;Sim;;
375;DOC.EHS.059;Ordem de Serviços - Manutenção Predial;;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-10-08;2025-10-08;2026-01-06;Sim;;
376;DOC.EHS.060;Ordem de Serviços - Produção (Coloração);;Ordens de Serviços;EHS;Guilherme Rosa;1;2024-04-08;2024-10-08;2025-10-08;2026-01-06;Sim;;
377;DOC.EHS.061;Ordem de Serviços - Produção (SPIN);;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-10-08;2025-10-08;2026-01-06;Sim;;
378;DOC.EHS.062;Ordem de Serviços - Serviços Técnicos e STL;;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-03-12;2026-05-20;2026-08-20;Sim;;
379;DOC.EHS.063;Ordem de Serviços - Produção (Montagem);;Ordens de Serviços;EHS;Guilherme Rosa;;2024-01-31;2024-03-12;2026-05-20;2026-08-20;Sim;;
380;FOR.002;Auditoria 5S de Limpeza e Organização;;07-MELHORIA CONTÍNUA;Formulário;Taís Flores;2;2022-05-12;2022-05-23;2025-10-18;2026-01-19;Sim;QUALIDADE;5S
381;FOR.006;Inspeção e Testes de Recebimento de Insumos;;Estoque / Expedição;Formulário;Lucineide Pereira;7;2024-05-28;2024-06-03;2026-06-03;2026-09-02;Sim;HMC;Primer e Vernizes
382;FOR.007;Controle de Troca de Lentes com Defeito de Fábrica;;Estoque / Expedição;Formulário;Lucineide Pereira;3;2023-08-04;2024-01-31;2026-05-25;2026-05-25;Sim;;
383;FOR.020;;;;;;;;;;;;;
384;FOR.021;;;;;;;;;;;;;
385;FOR.022;;;;;;;;;;;;;
386;FOR.025;;;;;;;;;;;;;
387;FOR.027;;;;;;;;;;;;;
388;FOR.028;;;;;;;;;;;;;
389;FOR.031;;;;;;;;;;;;;
390;FOR.033;Lista de Presença de Treinamento;;Treinamento;Formulário;Taís Flores;7;2023-12-05;2024-02-05;2026-05-20;2026-08-20;Sim;QUALIDADE;Treinamentos
391;FOR.050;;;;;;;;;;;;;
392;FOR.051;;;;;;;;;;;;;
393;FOR.055;;;;;;;;;;;;;
394;FOR.060;;;;;;;;;;;;;
395;FOR.062;;;;;;;;;;;;;
396;FOR.064;;;;;;;;;;;;;
397;FOR.065;;;;;;;;;;;;;
398;FOR.066;;;;;;;;;;;;;
399;FOR.071;Formulário RNC - Relatório de Não Conformidade;;Qualidade;Formulário;Taís Flores;5;2023-08-25;2023-08-30;2026-08-28;2026-11-27;Sim;QUALIDADE;QUALIDADE
400;FOR.080;Formulário Surfaçagem - PCP Latam Português - Lab Geral;;00-Controle de Processo e DSPC;Formulário;Nathália Brandão;15;2025-03-06;2025-03-11;2026-03-11;2026-06-09;Sim;SURFAÇAGEM;PCP
401;FOR.081;Formulário HMC - PCP Latam Português - Lab Geral;;00-Controle do Processo HMC;Formulário;Nathália Brandão;6;2025-02-10;2025-03-20;2026-03-20;2026-06-18;Sim;HMC;PCP
402;FOR.085;Análise da Pinça do Gerador;;00-Controle de Processo e DSPC;Formulário;Taís Flores;3;2020-11-18;2021-03-24;2026-08-11;2026-11-10;Sim;SURFAÇAGEM;Corte
403;FOR.086;Análise da pinça do Laser;;00-Controle de Processo e DSPC;Formulário;Taís Flores;3;2020-11-18;2021-03-24;2026-08-11;2026-11-10;Sim;MAN. SURF.;0
404;FOR.087;Análise da pinça do Microscópio;;00-Controle de Processo e DSPC;Formulário;Taís Flores;4;2020-11-18;2021-03-24;2026-08-10;2026-11-09;Sim;SURFAÇAGEM;PROCESSOS
405;FOR.088;Análise da pinça do CLBS2;;00-Controle de Processo e DSPC;Formulário;Taís Flores;1;2020-11-18;2021-03-24;2026-08-18;2026-11-16;Sim;SURFAÇAGEM;Blocagem
406;FOR.090;Formulário de Limpeza - SatisLoh 1200;;1200;Formulário;Deyved Silva;1;2024-03-05;2024-04-16;2026-04-16;2026-07-15;Sim;HMC;Antirreflexo
407;FOR.091;Formulário de Limpeza - Boxer;;Boxer PRO;Formulário;Humberto Serra - Lab Rio;;2020-12-23;2021-05-24;2025-10-07;2025-12-07;Sim;;
408;FOR.092;Controle de Treinamento;;Treinamento;Formulário;Taís Flores;2;2023-10-13;2024-02-05;2026-05-20;2026-08-20;Sim;QUALIDADE;Treinamentos
409;FOR.093;Mapa de Gestão dos Resíduos;;Gestão de Resíduos;Formulário;Aleksander Oliveira;1;2023-09-22;2023-09-25;2025-09-24;2025-12-23;Sim;;
410;FOR.094;Controle de Saída de Resíduos;;Gestão de Resíduos;Formulário;Aleksander Oliveira;;2021-04-09;2021-04-12;2025-10-13;2025-12-29;Sim;;
411;FOR.095;Contratação - Transportador;;Gestão de Resíduos;Formulário;Aleksander Oliveira;;2021-04-09;2021-04-12;2025-10-13;2025-12-29;Sim;;
412;FOR.096;Contratação - Receptor;;Gestão de Resíduos;Formulário;Aleksander Oliveira;;2021-04-09;2021-04-12;2025-10-13;2025-12-29;Sim;;
413;FOR.097;Inspeção de Veículos;;Gestão de Resíduos;Formulário;Aleksander Oliveira;;2021-04-09;2021-04-12;2025-10-13;2025-12-29;Sim;;
414;FOR.098;Prestadores de Serviço;;Gestão de Resíduos;Formulário;Aleksander Oliveira;;2021-04-09;2021-04-12;2025-10-13;2025-12-29;Sim;;
415;FOR.099;Formulário de Qualificação De Fornecedores e/ou Prestadores De Serviços;;Gestão de Resíduos;Formulário;Aleksander Oliveira;;2021-04-09;2021-07-22;2025-10-13;2025-12-29;Sim;;
416;FOR.100;Avaliação de Aspecto e Impacto Ambiental;;Aspecto e Impacto Ambiental;Formulário;Patrícia Tozzi;;2021-04-19;2021-04-20;2025-10-13;2025-12-29;Sim;;
417;FOR.101;Formulário de Limpeza - Syrus;;Syrus 3C;Formulário;Deyved Silva;1;2024-03-05;2024-04-16;2026-04-16;2026-07-15;Sim;;
418;FOR.104;ALTIUS DRIVING TOOL- Máquina CCM;;00-Controle do Processo HMC;Formulário;Taís Flores;4;2021-04-23;2021-05-05;2026-05-19;2026-08-18;Sim;HMC;0
419;FOR.106;Formulário 8D - Método para Solução de Problemas;;Solução de Problemas;Formulário;Lucineide Pereira;2;2023-08-29;2024-05-14;2026-05-14;2026-08-13;Sim;;
420;FOR.107;Formulário Montagem - PCP Latam - Lab Geral;;00 - Controle de Processo;Formulário;Nathália Brandão;8;2024-09-30;2024-09-30;2025-09-30;2026-12-22;Sim;MONTAGEM;PCP
421;FOR.109;Matriz de Habilidade;;Treinamento;Formulário;Taís Flores;5;2023-09-12;2023-09-13;2026-05-20;2026-08-20;Sim;QUALIDADE;Treinamentos
422;FOR.114;Formulário A3  - Método para Solução de Problemas;;Solução de Problemas;Formulário;Lucineide Pereira;2;2024-09-19;2025-05-30;2026-05-30;2026-08-28;Sim;;
423;FOR.116;Testes HC - Monitoramento Primer e Verniz;;Testes HC;Formulário;Leonardo Pennetta;11;2025-10-23;2025-10-31;2026-10-31;2027-01-29;Sim;HMC;Teste de Qualidade HC
424;FOR.118;Nomeação RD;;Qualidade;Formulário;Taís Flores;1;2022-09-29;2022-09-29;2025-09-29;2025-12-28;Sim;QUALIDADE;QUALIDADE
425;FOR.120;Formulário - Permissão de Trabalho;;Prestadores de Serviço;Formulário;Patrícia Tozzi;;2021-07-26;2021-07-27;2025-10-13;2025-12-29;Sim;;
426;FOR.121;Modelo Recibo de EPI;;EPI's;Formulário;Rodrigo Braga;1;2023-02-17;2023-03-17;2026-05-20;2026-08-20;Sim;EHS;#EPI - Importância do Uso Correto dos Equipamentos
427;FOR.122;Controle de Umidade e Temperatura: Estoque;;Estoque / Expedição;Formulário;Taís Flores;;2021-08-24;2021-09-10;2025-09-10;2025-12-09;Sim;QUALIDADE;ESTOQUE
428;FOR.123;Agenda de Auditoria;;Qualidade;Formulário;Nathália Brandão;1;2022-12-15;2022-12-22;2026-06-09;2026-09-08;Sim;QUALIDADE;AUDITORIA
429;FOR.124;Etiquetas de Validação de Primer e Verniz;;Estoque / Expedição;Formulário;Nathália Brandão;4;2024-07-24;2024-07-24;2026-07-24;2026-10-23;Sim;HMC;Primer e Vernizes
430;FOR.125;Etiqueta Composição Quimica - Primer e Verniz - EHS;;Estoque / Expedição;Formulário;Nathália Brandão;3;2024-09-03;2024-10-08;2025-10-08;2026-01-06;Sim;HMC;Primer e Vernizes
431;FOR.126;Análise de Modos de Falhas e Efeitos (FMEA);;Qualidade;Formulário;Nathália Brandão;6;2024-10-24;2024-11-26;2025-11-26;2026-02-24;Sim;QUALIDADE;QUALIDADE
432;FOR.127;Avaliação e Seleção de Fornecedor;;Qualidade;Formulário;Nathália Brandão;7;2023-12-14;2024-02-27;2026-05-20;2026-08-26;Sim;QUALIDADE;FORNECEDOR
433;FOR.128;Controle de Higienização dos Bebedouros;;Higienização;Formulário;Aleksander Oliveira;;2021-09-27;2021-12-07;2026-05-27;2026-08-27;Sim;;
434;FOR.129;Formulário de Análise de Acidente e Incidente do Trabalho;;Programa de Proteção Respiratória;Formulário;Fabricio Cunha;;2021-09-28;2021-12-07;2026-05-20;2026-08-20;Sim;;
435;FOR.130;Guia de Avaliação do Programa de Proteção Respiratória;;Programa de Proteção Respiratória;Formulário;Fabricio Cunha;;2021-09-28;2021-12-07;2026-05-20;2026-08-20;Sim;;
436;FOR.131;Registro de Ensaio de Vedação Qualitativo;;Programa de Proteção Respiratória;Formulário;Fabricio Cunha;;2021-09-28;2021-12-07;2026-05-20;2026-08-20;Sim;;
437;FOR.132;Controle de Utilização do UV 400;;04-COLORAÇÃO;Formulário;Taís Flores;;2021-09-28;2021-11-03;2026-07-07;2026-10-06;Sim;COLORAÇÃO;COLORAÇÃO
438;FOR.133;Planejamento de Treinamento;;Treinamento;Formulário;Nathália Brandão;1;2023-12-14;2024-01-31;2026-05-20;2026-08-20;Sim;QUALIDADE;Treinamentos
439;FOR.134;Plano de Ação;;Solução de Problemas;Formulário;William Karasiaki;2;2023-05-03;2023-05-03;2026-07-20;2026-10-19;Sim;;
440;FOR.135;Relatório de Revisão Gerencial;;Qualidade;Formulário;Nathália Brandão;3;2023-05-04;2023-05-05;2026-05-04;2026-08-03;Sim;QUALIDADE;QUALIDADE
441;FOR.136;Reavaliação de Fornecedor;;Qualidade;Formulário;Nathália Brandão;6;2023-12-14;2024-02-27;2026-05-20;2026-08-20;Sim;QUALIDADE;FORNECEDOR
442;FOR.137;Relatório de Gestão de Mudança;;Qualidade;Formulário;Taís Flores;5;2024-03-18;2024-03-20;2026-06-09;2026-09-08;Sim;QUALIDADE;QUALIDADE
443;FOR.139;Controle de Calibração e Verificação;;00.Geral;Formulário;Lucineide Pereira;1;2023-05-23;2023-06-27;2026-06-26;2026-09-25;Sim;QUALIDADE;CALIBRAÇÃO
444;FOR.140;Relatório de Auditoria Interna;;Qualidade;Formulário;Taís Flores;1;2022-12-15;2022-12-22;2026-06-09;2026-09-08;Sim;QUALIDADE;AUDITORIA
445;FOR.141;Auto Avaliação;;Treinamento;Formulário;Lucineide Pereira;2;2022-04-20;2022-04-26;2026-05-20;2026-08-19;Sim;QUALIDADE;Treinamentos
446;FOR.142;Avaliação de Eficácia do Treinamento;;Treinamento;Formulário;Lucineide Pereira;1;2022-02-16;2022-02-21;2026-05-20;2026-08-20;Sim;QUALIDADE;Treinamentos
447;FOR.143;Formulário de Check List da Auditoria ISO 13485;;Qualidade;Formulário;Nathália Brandão;1;2022-11-18;2022-12-05;2026-05-02;2026-08-02;Sim;QUALIDADE;AUDITORIA
448;FOR.145;Formulário GMR KPIs - Acompanhamento Semanal;;Acompanhamento de Resultados;Formulário;Lucineide Pereira;;2021-12-28;2021-12-28;2022-12-28;2025-12-06;Sim;;
449;FOR.147;Formulário - Workplace Risk Assessment;;Análise de Riscos;Formulário;Rodrigo Braga;;2021-12-28;2021-12-28;2026-06-09;2026-09-08;Sim;;
450;FOR.148;Monitoramento Anual de Desempenho de Fornecedor;;Qualidade;Formulário;Nathália Brandão;5;2023-06-28;2023-07-03;2026-07-02;2026-10-01;Sim;QUALIDADE;FORNECEDOR
451;FOR.149;Formulário SPIN - Português - Lab Geral;;05-SPIN;Formulário;Nathália Brandão;2;2025-04-10;2025-05-12;2026-05-12;2026-08-10;Sim;SPIN;SPIN
452;FOR.150;Plano de Manutenção Preventiva - Laboratório Industrial;;00-Geral;Formulário;Lucas Silva;2;2025-02-14;2025-03-20;2026-03-20;2026-06-18;Sim;;
453;FOR.151;Análise Crítica do Certificado de Calibração;;00.Geral;Formulário;Nathália Brandão;1;2023-06-02;2023-06-27;2026-06-26;2026-09-25;Sim;;
454;FOR.152;Etiqueta de Calibração;;00.Geral;Formulário;Taís Flores;1;2023-08-10;2023-08-15;2026-08-14;2026-11-12;Sim;;
455;FOR.153;Formulário de Calibração do Lensômetro;;Lensômetro;Formulário;Lucas Silva;1;2022-04-14;2023-06-27;2026-06-26;2026-09-25;Sim;;
456;FOR.155;Controle de Temperatura de Armazenamento: Primers e Vernizes;;Estoque / Expedição;Formulário;Lucineide Pereira;2;2024-05-27;2024-06-03;2026-06-03;2026-09-02;Sim;HMC;Primer e Vernizes
457;FOR.157;Controle do Kit de Calibração do SMR;;Testes AR;Formulário;Taís Flores;;2022-05-27;2022-10-18;2025-10-18;2026-01-19;Sim;HMC;"Antirreflexo:
Ajustes de Processo"
458;FOR.159;Validação de Software;;Qualidade;Formulário;Nathália Brandão;1;2023-11-16;2024-03-07;2026-05-29;2026-08-28;Sim;QUALIDADE;TI
459;FOR.161;Requisição de Compras;;Compras;Formulário;Benicio Souza;3;2024-03-20;2024-07-24;2026-07-24;2026-10-23;Sim;;
460;FOR.162;Controle de Temperatura (DataLogger) de Armazenamento - Primers e Vernizes - Repro;;Repro;Formulário;Laura Vaz;1;2024-05-28;2024-06-03;2026-06-03;2026-09-02;Sim;;
461;FOR.164;Controle Anual dos Registros;;Solução de Problemas;Formulário;Taís Flores;;2023-01-26;2023-01-30;2026-01-30;2026-04-29;Sim;;
462;FOR.166;Carta de Esclarecimento;;Laudos;Formulário;Taís Flores;;2023-03-21;2023-03-21;2026-06-09;2026-09-08;Sim;;
463;FOR.167;Cronograma de Auditoria;;Qualidade;Formulário;Taís Flores;;2023-05-11;2023-05-18;2026-05-17;2026-08-17;Sim;;
464;FOR.169;Avaliação do Auditor Interno de QMS;;Qualidade;Formulário;Taís Flores;;2023-05-12;2023-05-18;2026-05-18;2026-08-17;Sim;QUALIDADE;AUDITORIA
465;FOR.170;Interpolação e Correção;;00.Geral;Formulário;Taís Flores;;2023-06-05;2023-06-27;2026-06-26;2026-09-25;Sim;;
466;FOR.171;Alterações de Aquisição - Português;;Qualidade;Formulário;Taís Flores;;2023-06-05;2023-08-02;2025-10-18;2026-01-19;Sim;;
467;FOR.172;Alterações de Aquisição - Inglês;;Qualidade;Formulário;Taís Flores;;2023-06-05;2023-08-02;2025-10-18;2026-01-19;Sim;;
468;FOR.173;Checklist de Envio de Equipamento;;00.Geral;Formulário;Renan Barbosa;1;2023-08-21;2023-08-21;2026-08-20;2026-11-18;Sim;;
469;FOR.174;Reembolso - Quebra de Armação - Technopark;;Technopark;Formulário;Fabrina Souza;1;2024-10-25;2024-10-28;2025-10-28;2026-01-26;Sim;;
470;FOR.175;Plano de Manutenção Preventiva - Básico;;00-Geral;Formulário;Lucas Silva;;2023-06-15;2023-06-27;2026-06-26;2026-09-25;Sim;;
471;FOR.177;Requisição de Serviços - digiTOP;;digiTOP;Formulário;Nickolle Rodrigues;2;2024-03-26;2024-04-02;2026-07-01;2026-09-30;Sim;;
472;FOR.179;Controle da Entrega de Produtos recebidos aos colaboradores - Grown;;Grown;Formulário;Sonia Lima;;2023-07-18;2023-09-11;2025-09-10;2025-12-09;Sim;;
473;FOR.180;Auditoria de Produto - Qualidade Intrínseca;;Auditoria de Produto;Formulário;Lucineide Pereira;1;2024-11-18;2024-11-22;2025-11-22;2026-02-20;Sim;QUALIDADE;AUDITORIA DE PRODUTO
474;FOR.181;Auditoria de Produto - GIB&BIG;;Auditoria de Produto;Formulário;Lucineide Pereira;1;2024-11-18;2024-11-22;2025-11-22;2026-02-20;Sim;QUALIDADE;AUDITORIA DE PRODUTO
475;FOR.182;Etiquetas de Cartões - Quadro PCP;;07-MELHORIA CONTÍNUA;Formulário;Gabriely Gonçalves;;2023-09-01;2023-09-21;2025-09-20;2025-12-19;Sim;;
476;FOR.183;Tabela Hora Hora;;07-MELHORIA CONTÍNUA;Formulário;Gabriely Gonçalves;;2023-09-11;2023-10-03;2025-10-02;2025-12-31;Sim;;
477;FOR.185;Etiquetas de Envio de Testes para o EQC;;08-EQC;Formulário;Lucineide Pereira;2;2024-09-19;2024-09-26;2025-09-26;2025-12-25;Sim;;
478;FOR.188;Carta de Esclarecimento - Autenticidade de Tratamento;;Laudos;Formulário;Taís Flores;;2023-10-03;2024-11-26;2025-11-26;2026-02-24;Sim;;
479;FOR.191;Formulário de Testes - Lentes Stellest;;00-Geral Testes;Formulário;Renan Barbosa;;2023-10-10;2023-12-28;2025-12-27;2026-03-27;Sim;SURFAÇAGEM;QUALIDADE
480;FOR.192;Retrabalho CF - Lab Geral;;00-Controle do Processo HMC;Formulário;Nathália Brandão;3;2025-02-24;2025-05-30;2026-05-30;2026-08-28;Sim;;
481;FOR.193;Rendimento HC - Lab Geral;;00-Controle do Processo HMC;Formulário;Nathália Brandão;3;2025-02-24;2025-05-30;2026-05-30;2026-08-28;Sim;;
482;FOR.194;Carta de Esclarecimento – Proteção/Bloqueio Luzes Ultravioleta e Azul Nocivas;;Laudos;Formulário;Nathália Brandão;;2023-11-16;2024-03-18;2026-06-09;2026-09-08;Sim;;
483;FOR.195;Identificação de Quebras - Grown;;Grown;Formulário;Priscila Souza;1;2024-02-09;2024-02-19;2026-02-18;2026-05-19;Sim;;
484;FOR.196;Controle de Quebra Geral;;Acompanhamento de Resultados;Formulário;Victor Olivares;;2024-02-07;2024-02-08;2026-02-07;2026-05-08;Sim;;
485;FOR.197;Expedição de Vernizes - Envios;;Caxias CD;Formulário;Miguel Soares Lima;;2024-02-08;2024-02-19;2026-05-20;2026-08-20;Sim;;
486;FOR.198;Retorno de serviço - Visolab;;Visolab;Formulário;Jaldo Reis;;2024-02-15;2024-02-21;2026-02-20;2026-05-21;Sim;;
487;FOR.199;Acompanhamento de Cliente Detrator - Pesquisa de Satisfação;;Pesquisa de Satisfação;Formulário;Rafael Medeiros;1;2024-03-28;2024-09-26;2025-09-26;2025-12-25;Sim;;
488;FOR.200;Validação de Armação;;00 - Controle de Processo;Formulário;Nickolle Rodrigues;;2024-04-29;2024-04-29;2026-04-29;2026-07-28;Sim;;
489;FOR.201;Carta de Esclarecimento - Parecer Técnico;;Laudos;Formulário;Nathália Brandão;;2024-05-14;2024-11-26;2025-11-26;2026-02-24;Sim;;
