no;codigo;nome;descricao;pasta;classificacao;autor;numero_revisao;ultima_revisao;data_aprovacao;proxima_revisao;data_validade;documentos_controlados;matriz;sub_area
355;DOC.EHS.040;Bloqueio e Etiquetagem - LOTO;;LOTO - Bloqueio e Etiquetagem;EHS;Rodrigo Braga;0;28/12/2021;28/12/2021;09/06/2026;08/09/2026;Sim;EHS;LOTO
356;DOC.EHS.041;Análise de Riscos;;Análise de Riscos;EHS;Rodrigo Braga;0;28/12/2021;28/12/2021;09/06/2026;08/09/2026;Sim;EHS;#Análise de Riscos
357;DOC.EHS.042;Plano de Atendimento a Emergência - PAE;;PAE - Plano de Atendimento a Emergência;EHS;Rodrigo Braga;1;28/12/2021;28/12/2021;09/06/2026;08/09/2026;Sim;EHS;Treinamento PAE
358;DOC.EHS.043;Trabalhos Perigosos;;Trabalhos Perigosos;EHS;Rodrigo Braga;0;28/12/2021;23/02/2022;27/07/2026;26/10/2026;Sim;EHS;TRABALHOS PERIGOSOS
359;DOC.EHS.044;Comunicação de Acidentes;;Comunicações de Acidentes;EHS;Rodrigo Braga;0;28/12/2021;28/12/2021;09/06/2026;08/09/2026;Sim;EHS;Prevenção e Report de Acidentes + Comunicação e Investigação de Acidentes
360;DOC.EHS.045;Segurança em Máquinas e Equipamentos - EMS;;EMS - Segurança em Máquinas e Equipamentos;EHS;Rodrigo Braga;0;28/12/2021;10/02/2022;09/02/2026;10/05/2026;Sim;EHS;Proteção em Máquinas e Equipamentos
361;DOC.EHS.046;Checklist - LOTO;;LOTO - Bloqueio e Etiquetagem;EHS;Rodrigo Braga;0;10/03/2023;08/11/2023;07/11/2025;05/02/2026;Sim;EHS;#LOTO
362;DOC.EHS.047;Instrução de Bloqueio e Etiquetagem - LOTO;;LOTO - Bloqueio e Etiquetagem;EHS;Rodrigo Braga;0;10/03/2023;08/11/2023;07/11/2025;05/02/2026;Sim;EHS;#LOTO
363;DOC.EHS.048;Guia Classificação de Resíduos MTR;;Gestão de Resíduos;EHS;Ryan Alves da Silva;1;06/05/2024;06/05/2024;06/05/2026;05/08/2026;Sim;EHS;#Guia Classificação de Resíduos MTR
364;DOC.EHS.049;EPI's EQC;;EPI's;EHS;Caroline Oliveira;0;15/12/2023;15/12/2023;14/12/2025;14/03/2026;Sim;EHS;#EPI - Importância do Uso Correto dos Equipamentos
365;DOC.EHS.050;EPI's SPIN;;EPI's;EHS;Caroline Oliveira;0;15/12/2023;15/12/2023;14/12/2025;14/03/2026;Sim;EHS;#EPI - Importância do Uso Correto dos Equipamentos
366;DOC.EHS.051;EPI's Serviços Técnicos e STL;;EPI's;EHS;Caroline Oliveira;0;15/12/2023;15/12/2023;14/12/2025;14/03/2026;Sim;EHS;#EPI - Importância do Uso Correto dos Equipamentos
367;DOC.EHS.052;Ordem de Serviços - Área Administrativa;;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;20/03/2024;09/06/2026;08/09/2026;Sim;;
368;DOC.EHS.053;Ordem de Serviços - Teleatendimento;;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;20/03/2024;09/06/2026;08/09/2026;Sim;;
369;DOC.EHS.054;Ordem de Serviços - Surfaçagem;;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;22/08/2024;21/08/2026;19/11/2026;Sim;;
370;DOC.EHS.055;Ordem de Serviços - Manutenção Industrial;;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;20/03/2024;09/06/2026;08/09/2026;Sim;;
371;DOC.EHS.056;Ordem de Serviços - Setor Limpeza (Serviços Gerais);;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;20/03/2024;09/06/2026;08/09/2026;Sim;;
372;DOC.EHS.057;Ordem de Serviços - Estoque;;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;20/03/2024;09/06/2026;08/09/2026;Sim;;
373;DOC.EHS.058;Ordem de Serviços - Produção (Coating);;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;20/03/2024;09/06/2026;08/09/2026;Sim;;
374;DOC.EHS.059;Ordem de Serviços - Manutenção Predial;;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;08/10/2024;08/10/2025;06/01/2026;Sim;;
375;DOC.EHS.060;Ordem de Serviços - Produção (Coloração);;Ordens de Serviços;EHS;Guilherme Rosa;1;08/04/2024;08/10/2024;08/10/2025;06/01/2026;Sim;;
376;DOC.EHS.061;Ordem de Serviços - Produção (SPIN);;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;08/10/2024;08/10/2025;06/01/2026;Sim;;
377;DOC.EHS.062;Ordem de Serviços - Serviços Técnicos e STL;;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;12/03/2024;20/05/2026;20/08/2026;Sim;;
378;DOC.EHS.063;Ordem de Serviços - Produção (Montagem);;Ordens de Serviços;EHS;Guilherme Rosa;0;31/01/2024;12/03/2024;20/05/2026;20/08/2026;Sim;;
379;GEQC.01001;EQC Global - Manual da Qualidade;;EQC;EQC Global;Jessika Menacho;9;06/10/2025;07/10/2025;;;Não;;
380;GEQC.01002;EQC Global - Garantir a Competência do Pessoal;;EQC;EQC Global;Jessika Menacho;8;06/10/2025;07/10/2025;;;Não;;
381;GEQC.01003;EQC Global - Garantir Equipamentos EQC e Calibração;;EQC;EQC Global;Jessika Menacho;6;06/10/2025;07/10/2025;;;Não;;
382;GEQC.01004;EQC Global - Garantir a Qualidade dos Produtos Externos e Serviços;;EQC;EQC Global;Jessika Menacho;4;06/10/2025;07/10/2025;;;Não;;
383;GEQC.01005;EQC Global - Pedidos de revisão e contratos;;EQC;EQC Global;Jessika Menacho;5;06/10/2025;07/10/2025;;;Não;;
384;GEQC.01006;EQC Global - Avaliação do Método - Garantia da Validade dos Resultados Apresentados;;EQC;EQC Global;Jessika Menacho;7;06/10/2025;07/10/2025;;;Não;;
385;GEQC.01007;EQC Global - Manuseio de Itens de Teste;;EQC;EQC Global;Jessika Menacho;5;06/10/2025;07/10/2025;;;Não;;
386;GEQC.01008;EQC Global - Controle de Documentos e Registros;;EQC;EQC Global;Jessika Menacho;10;06/10/2025;07/10/2025;;;Não;;
387;GEQC.01009;EQC Global - Trabalho Não Conforme e Reclamação do Cliente;;EQC;EQC Global;Jessika Menacho;10;06/10/2025;07/10/2025;;;Não;;
388;GEQC.01010;EQC Global - Auditoria Interna e Revisão da Gestão;;EQC;EQC Global;Jessika Menacho;8;06/10/2025;07/10/2025;;;Não;;
389;GEQC.01011;EQC Global - Estimando a Incerteza da Medição e Regras de Decisão;;EQC;EQC Global;Jessika Menacho;4;06/10/2025;07/10/2025;;;Não;;
390;GEQC.02011;EQC Global - Modo de instrução de operação Cary 60 Test;;EQC;EQC Global;Jessika Menacho;9;10/10/2025;10/10/2025;;;Não;;
391;GEQC.03001;EQC Global - Modo de instrução de verificação Cary 60 Test;;EQC;EQC Global;Jessika Menacho;9;10/10/2025;10/10/2025;;;Não;;
392;FOR.002;Auditoria 5S de Limpeza e Organização;;07-MELHORIA CONTÍNUA;Formulário;Taís Flores;2;12/05/2022;23/05/2022;18/10/2025;19/01/2026;Sim;QUALIDADE;5S
393;FOR.006;Inspeção e Testes de Recebimento de Insumos;;Estoque / Expedição;Formulário;Lucineide Pereira;7;28/05/2024;03/06/2024;03/06/2026;02/09/2026;Sim;HMC;Primer e Vernizes
394;FOR.007;Controle de Troca de Lentes com Defeito de Fábrica;;Estoque / Expedição;Formulário;Lucineide Pereira;3;04/08/2023;31/01/2024;25/05/2026;25/05/2026;Sim;;
395;FOR.020;Inspeçao de Parametros 380;FOR-2.A38.12 -;00-Controle do Processo HMC;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;HMC;"Antirreflexo:
Ajustes de Processo"
396;FOR.021;Inspeçao de Parâmetros 1200;FOR-2.A12.10 -;00-Controle do Processo HMC;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Sim;HMC;"Antirreflexo:
Ajustes de Processo"
397;FOR.022;CONTROLE DE MANUTENÇÃO PREVENTIVA FOG ID;FOR-2.FOG.12 -;FOG-ID;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;MAN. HMC;FOG ID
398;FOR.025;Inspeção dos Parâmetros - CTA e CCM;FOR-2.HCE.02 -;00-Controle do Processo HMC;Formulário;Vagner Domingos;2;11/03/2019;11/03/2019;;;Não;HMC;0
399;FOR.027;CONTROLE DE MANUTENÇÃO PREVENTIVA INKJET X302;FOR-2.IKJ.08 -;INKJET;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Sim;;
400;FOR.028;Planilha de Controle Pré Inspeção;FOR-2.PRE.21 -;00-Controle do Processo HMC;Formulário;Vagner Domingos;2;11/03/2019;11/03/2019;;;Não;HMC;0
401;FOR.031;CONTROLE DA CALIBRAÇÃO DIÁRIA;FOR-14.MON.01 -;Calibração - Sincronização;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;MONTAGEM;CALIBRAÇÃO
402;FOR.033;Lista de Presença de Treinamento;;Treinamento;Formulário;Taís Flores;7;05/12/2023;05/02/2024;20/05/2026;20/08/2026;Sim;QUALIDADE;Treinamentos
403;FOR.050;CRIZAL - Tratamento Não é Crizal;FOR-2.QLD.09 -;Laudos;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;;
404;FOR.051;CRIZAL- Autenticidade de Tratamento;FOR-2.QLD.10 -;Laudos;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;;
405;FOR.055;Lentes com Arranhões Fora do Padrão Não Podem Receber Tratamento;FOR-2.QLD.14 -;Laudos;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;;
406;FOR.060;PRODUTO NÃO FABRICADO PELA ESSILOR;FOR-2.QLD.19 -;Laudos;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;;
407;FOR.062;Retirada da Marcação Amarela;FOR-2.QLD.21 -;Laudos;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;;
408;FOR.064;TRIO EASY CLEAN - Autenticidade de Tratamento;FOR-2.QLD.23 -;Laudos;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;;
409;FOR.065;TRIO EASY CLEAN - Retratamento em Lentes Danificadas;FOR-2.QLD.24 -;Laudos;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;;
410;FOR.066;Laudo Mau Uso (Genérico);FOR-2.QLD.26 -;Laudos;Formulário;Vagner Domingos;1;11/03/2019;11/03/2019;;;Não;;
411;FOR.071;Formulário RNC - Relatório de Não Conformidade;;Qualidade;Formulário;Taís Flores;5;25/08/2023;30/08/2023;28/08/2026;27/11/2026;Sim;QUALIDADE;QUALIDADE
412;FOR.080;Formulário Surfaçagem - PCP Latam Português - Lab Geral;;00-Controle de Processo e DSPC;Formulário;Nathália Brandão;15;06/03/2025;11/03/2025;11/03/2026;09/06/2026;Sim;SURFAÇAGEM;PCP
413;FOR.081;Formulário HMC - PCP Latam Português - Lab Geral;;00-Controle do Processo HMC;Formulário;Nathália Brandão;6;10/02/2025;20/03/2025;20/03/2026;18/06/2026;Sim;HMC;PCP
414;FOR.085;Análise da Pinça do Gerador;Orinigal DO-ENG02.567-V3;00-Controle de Processo e DSPC;Formulário;Taís Flores;3;18/11/2020;24/03/2021;11/08/2026;10/11/2026;Sim;SURFAÇAGEM;Corte
415;FOR.086;Análise da pinça do Laser;;00-Controle de Processo e DSPC;Formulário;Taís Flores;3;18/11/2020;24/03/2021;11/08/2026;10/11/2026;Sim;MAN. SURF.;0
416;FOR.087;Análise da pinça do Microscópio;;00-Controle de Processo e DSPC;Formulário;Taís Flores;4;18/11/2020;24/03/2021;10/08/2026;09/11/2026;Sim;SURFAÇAGEM;PROCESSOS
417;FOR.088;Análise da pinça do CLBS2;;00-Controle de Processo e DSPC;Formulário;Taís Flores;1;18/11/2020;24/03/2021;18/08/2026;16/11/2026;Sim;SURFAÇAGEM;Blocagem
418;FOR.090;Formulário de Limpeza - SatisLoh 1200;;1200;Formulário;Deyved Silva;1;05/03/2024;16/04/2024;16/04/2026;15/07/2026;Sim;HMC;Antirreflexo
419;FOR.091;Formulário de Limpeza - Boxer;;Boxer PRO;Formulário;Humberto Serra - Lab Rio;0;23/12/2020;24/05/2021;07/10/2025;07/12/2025;Sim;;
420;FOR.092;Controle de Treinamento;Para utilização, deve-se clicar em Obter Cópia.;Treinamento;Formulário;Taís Flores;2;13/10/2023;05/02/2024;20/05/2026;20/08/2026;Sim;QUALIDADE;Treinamentos
421;FOR.093;Mapa de Gestão dos Resíduos;;Gestão de Resíduos;Formulário;Aleksander Oliveira;1;22/09/2023;25/09/2023;24/09/2025;23/12/2025;Sim;;
422;FOR.094;Controle de Saída de Resíduos;Anexo 4;Gestão de Resíduos;Formulário;Aleksander Oliveira;0;09/04/2021;12/04/2021;13/10/2025;29/12/2025;Sim;;
423;FOR.095;Contratação - Transportador;Anexo 5;Gestão de Resíduos;Formulário;Aleksander Oliveira;0;09/04/2021;12/04/2021;13/10/2025;29/12/2025;Sim;;
424;FOR.096;Contratação - Receptor;Anexo 6;Gestão de Resíduos;Formulário;Aleksander Oliveira;0;09/04/2021;12/04/2021;13/10/2025;29/12/2025;Sim;;
425;FOR.097;Inspeção de Veículos;Anexo 7;Gestão de Resíduos;Formulário;Aleksander Oliveira;0;09/04/2021;12/04/2021;13/10/2025;29/12/2025;Sim;;
426;FOR.098;Prestadores de Serviço;Anexo 8;Gestão de Resíduos;Formulário;Aleksander Oliveira;0;09/04/2021;12/04/2021;13/10/2025;29/12/2025;Sim;;
427;FOR.099;Formulário de Qualificação De Fornecedores e/ou Prestadores De Serviços;;Gestão de Resíduos;Formulário;Aleksander Oliveira;0;09/04/2021;22/07/2021;13/10/2025;29/12/2025;Sim;;
428;FOR.100;Avaliação de Aspecto e Impacto Ambiental;Aspecto e Impacto Ambiental;Aspecto e Impacto Ambiental;Formulário;Patrícia Tozzi;0;19/04/2021;20/04/2021;13/10/2025;29/12/2025;Sim;;
429;FOR.101;Formulário de Limpeza - Syrus;;Syrus 3C;Formulário;Deyved Silva;1;05/03/2024;16/04/2024;16/04/2026;15/07/2026;Sim;;
430;FOR.104;ALTIUS DRIVING TOOL- Máquina CCM;Ferramenta para ajuste e controle dos parâmetros do verniz.;00-Controle do Processo HMC;Formulário;Taís Flores;4;23/04/2021;05/05/2021;19/05/2026;18/08/2026;Sim;HMC;0
431;FOR.106;Formulário 8D - Método para Solução de Problemas;;Solução de Problemas;Formulário;Lucineide Pereira;2;29/08/2023;14/05/2024;14/05/2026;13/08/2026;Sim;;
432;FOR.107;Formulário Montagem - PCP Latam - Lab Geral;;00 - Controle de Processo;Formulário;Nathália Brandão;8;30/09/2024;30/09/2024;30/09/2025;22/12/2026;Sim;MONTAGEM;PCP
433;FOR.109;Matriz de Habilidade;Matriz de Habilidade por setor;Treinamento;Formulário;Taís Flores;5;12/09/2023;13/09/2023;20/05/2026;20/08/2026;Sim;QUALIDADE;Treinamentos
434;FOR.114;Formulário A3  - Método para Solução de Problemas;;Solução de Problemas;Formulário;Lucineide Pereira;2;19/09/2024;30/05/2025;30/05/2026;28/08/2026;Sim;;
435;FOR.116;Testes HC - Monitoramento Primer e Verniz;Documento para monitoramento de primer e verniz para mithril 1.5 e 1.6;Testes HC;Formulário;Leonardo Pennetta;11;23/10/2025;31/10/2025;31/10/2026;29/01/2027;Sim;HMC;Teste de Qualidade HC
436;FOR.118;Nomeação RD;;Qualidade;Formulário;Taís Flores;1;29/09/2022;29/09/2022;29/09/2025;28/12/2025;Sim;QUALIDADE;QUALIDADE
437;FOR.120;Formulário - Permissão de Trabalho;;Prestadores de Serviço;Formulário;Patrícia Tozzi;0;26/07/2021;27/07/2021;13/10/2025;29/12/2025;Sim;;
438;FOR.121;Modelo Recibo de EPI;;EPI's;Formulário;Rodrigo Braga;1;17/02/2023;17/03/2023;20/05/2026;20/08/2026;Sim;EHS;#EPI - Importância do Uso Correto dos Equipamentos
439;FOR.122;Controle de Umidade e Temperatura: Estoque;;Estoque / Expedição;Formulário;Taís Flores;0;24/08/2021;10/09/2021;10/09/2025;09/12/2025;Sim;QUALIDADE;ESTOQUE
440;FOR.123;Agenda de Auditoria;;Qualidade;Formulário;Nathália Brandão;1;15/12/2022;22/12/2022;09/06/2026;08/09/2026;Sim;QUALIDADE;AUDITORIA
441;FOR.124;Etiquetas de Validação de Primer e Verniz;;Estoque / Expedição;Formulário;Nathália Brandão;4;24/07/2024;24/07/2024;24/07/2026;23/10/2026;Sim;HMC;Primer e Vernizes
442;FOR.125;Etiqueta Composição Quimica - Primer e Verniz - EHS;;Estoque / Expedição;Formulário;Nathália Brandão;3;03/09/2024;08/10/2024;08/10/2025;06/01/2026;Sim;HMC;Primer e Vernizes
443;FOR.126;Análise de Modos de Falhas e Efeitos (FMEA);;Qualidade;Formulário;Nathália Brandão;6;24/10/2024;26/11/2024;26/11/2025;24/02/2026;Sim;QUALIDADE;QUALIDADE
444;FOR.127;Avaliação e Seleção de Fornecedor;;Qualidade;Formulário;Nathália Brandão;7;14/12/2023;27/02/2024;20/05/2026;26/08/2026;Sim;QUALIDADE;FORNECEDOR
445;FOR.128;Controle de Higienização dos Bebedouros;;Higienização;Formulário;Aleksander Oliveira;0;27/09/2021;07/12/2021;27/05/2026;27/08/2026;Sim;;
446;FOR.129;Formulário de Análise de Acidente e Incidente do Trabalho;;Programa de Proteção Respiratória;Formulário;Fabricio Cunha;0;28/09/2021;07/12/2021;20/05/2026;20/08/2026;Sim;;
447;FOR.130;Guia de Avaliação do Programa de Proteção Respiratória;;Programa de Proteção Respiratória;Formulário;Fabricio Cunha;0;28/09/2021;07/12/2021;20/05/2026;20/08/2026;Sim;;
448;FOR.131;Registro de Ensaio de Vedação Qualitativo;;Programa de Proteção Respiratória;Formulário;Fabricio Cunha;0;28/09/2021;07/12/2021;20/05/2026;20/08/2026;Sim;;
449;FOR.132;Controle de Utilização do UV 400;;04-COLORAÇÃO;Formulário;Taís Flores;0;28/09/2021;03/11/2021;07/07/2026;06/10/2026;Sim;COLORAÇÃO;COLORAÇÃO
450;FOR.133;Planejamento de Treinamento;;Treinamento;Formulário;Nathália Brandão;1;14/12/2023;31/01/2024;20/05/2026;20/08/2026;Sim;QUALIDADE;Treinamentos
451;FOR.134;Plano de Ação;;Solução de Problemas;Formulário;William Karasiaki;2;03/05/2023;03/05/2023;20/07/2026;19/10/2026;Sim;;
452;FOR.135;Relatório de Revisão Gerencial;;Qualidade;Formulário;Nathália Brandão;3;04/05/2023;05/05/2023;04/05/2026;03/08/2026;Sim;QUALIDADE;QUALIDADE
453;FOR.136;Reavaliação de Fornecedor;;Qualidade;Formulário;Nathália Brandão;6;14/12/2023;27/02/2024;20/05/2026;20/08/2026;Sim;QUALIDADE;FORNECEDOR
454;FOR.137;Relatório de Gestão de Mudança;;Qualidade;Formulário;Taís Flores;5;18/03/2024;20/03/2024;09/06/2026;08/09/2026;Sim;QUALIDADE;QUALIDADE
455;FOR.139;Controle de Calibração e Verificação;;00.Geral;Formulário;Lucineide Pereira;1;23/05/2023;27/06/2023;26/06/2026;25/09/2026;Sim;QUALIDADE;CALIBRAÇÃO
456;FOR.140;Relatório de Auditoria Interna;;Qualidade;Formulário;Taís Flores;1;15/12/2022;22/12/2022;09/06/2026;08/09/2026;Sim;QUALIDADE;AUDITORIA
457;FOR.141;Auto Avaliação;;Treinamento;Formulário;Lucineide Pereira;2;20/04/2022;26/04/2022;20/05/2026;19/08/2026;Sim;QUALIDADE;Treinamentos
458;FOR.142;Avaliação de Eficácia do Treinamento;;Treinamento;Formulário;Lucineide Pereira;1;16/02/2022;21/02/2022;20/05/2026;20/08/2026;Sim;QUALIDADE;Treinamentos
459;FOR.143;Formulário de Check List da Auditoria ISO 13485;;Qualidade;Formulário;Nathália Brandão;1;18/11/2022;05/12/2022;02/05/2026;02/08/2026;Sim;QUALIDADE;AUDITORIA
460;FOR.145;Formulário GMR KPIs - Acompanhamento Semanal;;Acompanhamento de Resultados;Formulário;Lucineide Pereira;0;28/12/2021;28/12/2021;28/12/2022;06/12/2025;Sim;;
461;FOR.147;Formulário - Workplace Risk Assessment;;Análise de Riscos;Formulário;Rodrigo Braga;0;28/12/2021;28/12/2021;09/06/2026;08/09/2026;Sim;;
462;FOR.148;Monitoramento Anual de Desempenho de Fornecedor;;Qualidade;Formulário;Nathália Brandão;5;28/06/2023;03/07/2023;02/07/2026;01/10/2026;Sim;QUALIDADE;FORNECEDOR
463;FOR.149;Formulário SPIN - Português - Lab Geral;;05-SPIN;Formulário;Nathália Brandão;2;10/04/2025;12/05/2025;12/05/2026;10/08/2026;Sim;SPIN;SPIN
464;FOR.150;Plano de Manutenção Preventiva - Laboratório Industrial;;00-Geral;Formulário;Lucas Silva;2;14/02/2025;20/03/2025;20/03/2026;18/06/2026;Sim;;
465;FOR.151;Análise Crítica do Certificado de Calibração;;00.Geral;Formulário;Nathália Brandão;1;02/06/2023;27/06/2023;26/06/2026;25/09/2026;Sim;;
466;FOR.152;Etiqueta de Calibração;;00.Geral;Formulário;Taís Flores;1;10/08/2023;15/08/2023;14/08/2026;12/11/2026;Sim;;
467;FOR.153;Formulário de Calibração do Lensômetro;;Lensômetro;Formulário;Lucas Silva;1;14/04/2022;27/06/2023;26/06/2026;25/09/2026;Sim;;
468;FOR.155;Controle de Temperatura de Armazenamento: Primers e Vernizes;;Estoque / Expedição;Formulário;Lucineide Pereira;2;27/05/2024;03/06/2024;03/06/2026;02/09/2026;Sim;HMC;Primer e Vernizes
469;FOR.157;Controle do Kit de Calibração do SMR;;Testes AR;Formulário;Taís Flores;0;27/05/2022;18/10/2022;18/10/2025;19/01/2026;Sim;HMC;"Antirreflexo:
Ajustes de Processo"
470;FOR.159;Validação de Software;;Qualidade;Formulário;Nathália Brandão;1;16/11/2023;07/03/2024;29/05/2026;28/08/2026;Sim;QUALIDADE;TI
471;FOR.161;Requisição de Compras;;Compras;Formulário;Benicio Souza;3;20/03/2024;24/07/2024;24/07/2026;23/10/2026;Sim;;
472;FOR.162;Controle de Temperatura (DataLogger) de Armazenamento - Primers e Vernizes - Repro;;Repro;Formulário;Laura Vaz;1;28/05/2024;03/06/2024;03/06/2026;02/09/2026;Sim;;
473;FOR.164;Controle Anual dos Registros;;Solução de Problemas;Formulário;Taís Flores;0;26/01/2023;30/01/2023;30/01/2026;29/04/2026;Sim;;
474;FOR.166;Carta de Esclarecimento;;Laudos;Formulário;Taís Flores;0;21/03/2023;21/03/2023;09/06/2026;08/09/2026;Sim;;
475;FOR.167;Cronograma de Auditoria;Documento inicial;Qualidade;Formulário;Taís Flores;0;11/05/2023;18/05/2023;17/05/2026;17/08/2026;Sim;;
476;FOR.169;Avaliação do Auditor Interno de QMS;;Qualidade;Formulário;Taís Flores;0;12/05/2023;18/05/2023;18/05/2026;17/08/2026;Sim;QUALIDADE;AUDITORIA
477;FOR.170;Interpolação e Correção;;00.Geral;Formulário;Taís Flores;0;05/06/2023;27/06/2023;26/06/2026;25/09/2026;Sim;;
478;FOR.171;Alterações de Aquisição - Português;Documento inicial;Qualidade;Formulário;Taís Flores;0;05/06/2023;02/08/2023;18/10/2025;19/01/2026;Sim;;
479;FOR.172;Alterações de Aquisição - Inglês;Documento inicial;Qualidade;Formulário;Taís Flores;0;05/06/2023;02/08/2023;18/10/2025;19/01/2026;Sim;;
480;FOR.173;Checklist de Envio de Equipamento;;00.Geral;Formulário;Renan Barbosa;1;21/08/2023;21/08/2023;20/08/2026;18/11/2026;Sim;;
481;FOR.174;Reembolso - Quebra de Armação - Technopark;;Technopark;Formulário;Fabrina Souza;1;25/10/2024;28/10/2024;28/10/2025;26/01/2026;Sim;;
482;FOR.175;Plano de Manutenção Preventiva - Básico;"- Alterações de período das trocas de peças em comparação ao Plano Brasil que é utilizado pelas unidades de grande produção;  - Responsabilidade das tarefas alterada visto a necessidade de entrega pelas unidades;  - Atualização de atividades eguindo o PCP e Manual do fabricante para todos os equipamentos.";00-Geral;Formulário;Lucas Silva;0;15/06/2023;27/06/2023;26/06/2026;25/09/2026;Sim;;
483;FOR.177;Requisição de Serviços - digiTOP;;digiTOP;Formulário;Nickolle Rodrigues;2;26/03/2024;02/04/2024;01/07/2026;30/09/2026;Sim;;
484;FOR.179;Controle da Entrega de Produtos recebidos aos colaboradores - Grown;;Grown;Formulário;Sonia Lima;0;18/07/2023;11/09/2023;10/09/2025;09/12/2025;Sim;;
485;FOR.180;Auditoria de Produto - Qualidade Intrínseca;;Auditoria de Produto;Formulário;Lucineide Pereira;1;18/11/2024;22/11/2024;22/11/2025;20/02/2026;Sim;QUALIDADE;AUDITORIA DE PRODUTO
486;FOR.181;Auditoria de Produto - GIB&BIG;;Auditoria de Produto;Formulário;Lucineide Pereira;1;18/11/2024;22/11/2024;22/11/2025;20/02/2026;Sim;QUALIDADE;AUDITORIA DE PRODUTO
487;FOR.182;Etiquetas de Cartões - Quadro PCP;;07-MELHORIA CONTÍNUA;Formulário;Gabriely Gonçalves;0;01/09/2023;21/09/2023;20/09/2025;19/12/2025;Sim;;
488;FOR.183;Tabela Hora Hora;;07-MELHORIA CONTÍNUA;Formulário;Gabriely Gonçalves;0;11/09/2023;03/10/2023;02/10/2025;31/12/2025;Sim;;
489;FOR.185;Etiquetas de Envio de Testes para o EQC;;08-EQC;Formulário;Lucineide Pereira;2;19/09/2024;26/09/2024;26/09/2025;25/12/2025;Sim;;
490;FOR.188;Carta de Esclarecimento - Autenticidade de Tratamento;;Laudos;Formulário;Taís Flores;0;03/10/2023;26/11/2024;26/11/2025;24/02/2026;Sim;;
491;FOR.191;Formulário de Testes - Lentes Stellest;;00-Geral Testes;Formulário;Renan Barbosa;0;10/10/2023;28/12/2023;27/12/2025;27/03/2026;Sim;SURFAÇAGEM;QUALIDADE
492;FOR.192;Retrabalho CF - Lab Geral;;00-Controle do Processo HMC;Formulário;Nathália Brandão;3;24/02/2025;30/05/2025;30/05/2026;28/08/2026;Sim;;
493;FOR.193;Rendimento HC - Lab Geral;;00-Controle do Processo HMC;Formulário;Nathália Brandão;3;24/02/2025;30/05/2025;30/05/2026;28/08/2026;Sim;;
494;FOR.194;Carta de Esclarecimento – Proteção/Bloqueio Luzes Ultravioleta e Azul Nocivas;;Laudos;Formulário;Nathália Brandão;0;16/11/2023;18/03/2024;09/06/2026;08/09/2026;Sim;;
495;FOR.195;Identificação de Quebras - Grown;;Grown;Formulário;Priscila Souza;1;09/02/2024;19/02/2024;18/02/2026;19/05/2026;Sim;;
496;FOR.196;Controle de Quebra Geral;Formulário para controle de quebra geral (todos os setores);Acompanhamento de Resultados;Formulário;Victor Olivares;0;07/02/2024;08/02/2024;07/02/2026;08/05/2026;Sim;;
497;FOR.197;Expedição de Vernizes - Envios;;Caxias CD;Formulário;Miguel Soares Lima;0;08/02/2024;19/02/2024;20/05/2026;20/08/2026;Sim;;
498;FOR.198;Retorno de serviço - Visolab;;Visolab;Formulário;Jaldo Reis;0;15/02/2024;21/02/2024;20/02/2026;21/05/2026;Sim;;
499;FOR.199;Acompanhamento de Cliente Detrator - Pesquisa de Satisfação;;Pesquisa de Satisfação;Formulário;Rafael Medeiros;1;28/03/2024;26/09/2024;26/09/2025;25/12/2025;Sim;;
500;FOR.200;Validação de Armação;;00 - Controle de Processo;Formulário;Nickolle Rodrigues;0;29/04/2024;29/04/2024;29/04/2026;28/07/2026;Sim;;
501;FOR.201;Carta de Esclarecimento - Parecer Técnico;;Laudos;Formulário;Nathália Brandão;0;14/05/2024;26/11/2024;26/11/2025;24/02/2026;Sim;;
